,Unnamed: 0,차종,엔진형식,과급방식,연료,배기량,최고출력,최대토크,연비_x,CO₂ 배출량,전장/전폭,전고/축거,윤거전/후,공차중량,전륜타이어,후륜타이어,구동방식,변속기,전륜서스펜션,후륜서스펜션,전륜제동장치,후륜제동장치,스티어링,출력,토크,주행거리,용량,타입,최고속도,가속성능,풀네임,주행,가격,거주성,품질,디자인,연비_y,종합점수,연도,차이름,브랜드,배기량_num,차급
1418,1470,2015 K3 쿱,I4 1.6,자연흡기,가솔린,"1,591cc",140hp,17kg.m,,,"4,530mm / 1,780mm","1,410mm / 2,700mm","1,545mm / 1,558mm","1,260kg",205~215mm / 45~55 / 16~17inch,205~215mm / 45~55 / 16~17inch,앞엔진 전륜 구동,자동6단,맥퍼슨 스트럿,토션빔 액슬,디스크,디스크,랙 앤 피니언,,,,,,,,2015 기아 K3 쿱,9.1,8.8,8.1,8.1,8.8,6.7,8.3,2015,기아 K3 쿱,기아,1.0,경차
1419,1472,2022 BMW 1시리즈,I4,싱글터보,가솔린,"1,998cc",192hp,28.6kg.m,,154g/km,"4,320mm / 1,800mm","1,435mm / 2,690mm","1,565mm / 1,565mm","1,490kg",225mm / 40~45 / 17~18inch,225mm / 40~45 / 17~18inch,앞엔진 전륜 구동,토크컨버터8단,싱글 조인트 스트럿,멀티링크,V디스크,V디스크,랙 앤 피니언,,,,,,235km/h,7초,2022 BMW 1시리즈,9.5,8.6,8.3,9.2,9.4,8.6,9.0,2022,BMW 1시리즈,BMW,1.0,경차
1420,1473,2021 그랜저 하이브리드,I4,자연흡기,가솔린,"2,359cc",159hp 합산 200hp,21kg.m,,97~108g/km,"4,990mm / 1,875mm","1,470mm / 2,885mm","1,607~1,612mm / 1,615~1,620mm","1,675~1,725kg",225~245mm / 45~55 / 17~18inch,225~245mm / 45~55 / 17~18inch,앞엔진 전륜 구동,자동6단,맥퍼슨 스트럿,멀티링크,V디스크,디스크,랙 앤 피니언,,,,,,,,2021 현대 그랜저 하이브리드,9.4,8.7,9.5,9.3,9.0,9.3,9.2,2021,현대 그랜저 하이브리드,현대,2.0,경차
1424,1477,2023 K9,V6,트윈터보,가솔린,"3,342cc",370hp,52kg.m,,199g/km,"5,140mm / 1,915mm","1,490mm / 3,105mm","1,639mm / 1,639mm","2,005kg",245mm / 45 / 19inch,275mm / 40 / 19inch,앞엔진 후륜 구동,자동8단,멀티링크,멀티링크,V디스크,V디스크,랙 앤 피니언,,,,,,,,2023 기아 K9,9.7,9.3,9.7,9.4,9.1,6.7,9.0,2023,기아 K9,기아,3.0,경차
1427,1480,2016 쏘울,I4,자연흡기,가솔린,"1,591cc",132hp,16.4kg.m,,151~152g/km,"4,140mm / 1,800mm","1,600mm / 2,570mm","1,576mm / 1,588mm","1,264~1,298kg",205~235mm / 45~60 / 16~18inch,205~235mm / 45~60 / 16~18inch,앞엔진 전륜 구동,"수동6단, 자동6단",맥퍼슨 스트럿,토션빔 액슬,V디스크,디스크,랙 앤 피니언,,,,,,,,2016 기아 쏘울,8.3,8.7,8.4,8.5,9.1,7.0,8.3,2016,기아 쏘울,기아,1.0,경차
1428,1481,2024 BMW M4 컨버터블,I6,트윈터보,가솔린,"2,993cc",510hp,66.3kg.m,,206g/km,"4,795mm / 1,885mm","1,400mm / 2,855mm","1,617mm / 1,605mm","1,949kg",275mm / 35 / 19inch,285mm / 30 / 20inch,상시사륜 구동,자동8단,맥퍼슨 스트럿,멀티링크,V디스크,V디스크,랙 앤 피니언,,,,,,250km/h,3.7초,2024 BMW M4 컨버터블,9.9,8.0,8.8,9.4,9.4,7.0,8.7,2024,BMW M4 컨버터블,BMW,2.0,경차
1429,1482,2014 BMW M6,V8 직분사,트윈터보,가솔린,"4,395cc",560hp,69.4kg.m,,238g/km,"4,898mm / 1,899mm","1,374mm / 2,851mm","1,631mm / 1,612mm","1,850kg",265mm / 35 / 20inch,295mm / 30 / 20inch,앞엔진 후륜 구동,DCT7단,더블 위시본,멀티링크,V디스크,V디스크,랙 앤 피니언,,,,,,250km/h,4.2초,2014 BMW M6,10.0,9.1,9.4,10.0,9.9,4.4,8.8,2014,BMW M6,BMW,4.0,경차
1430,1483,2014 프라이드 세단,I4,자연흡기,가솔린,"1,396cc",108hp,13.9kg.m,,117~129g/km,"4,365mm / 1,720mm","1,455mm / 2,570mm","1,521mm / 1,525mm","1,056~1,082kg",175~185mm / 65~70 / 14~15inch,175~185mm / 65~70 / 14~15inch,앞엔진 전륜 구동,"수동6단, 자동4단",맥퍼슨 스트럿,토션빔,디스크,디스크,랙 앤드 피니언,,,,,,,,2014 기아 프라이드 세단,8.4,8.9,8.0,8.2,8.8,7.8,8.3,2014,기아 프라이드 세단,기아,1.0,경차
1431,1484,2024 BMW i7 M70,,,전기,,,,,,"5,390mm / 1,950mm","1,545mm / 3,215mm","1,665mm / 1,648mm","2,785kg",255mm / 40 / 21inch,285mm / 35 / 21inch,상시사륜 구동,자동1단,더블 위시본,멀티링크,V디스크,V디스크,랙 앤 피니언,485kW650.4hp (단순환산치),"1,015Nm103.5kg.m (단순환산치)",391km,105.7kWh,리튬 이온,250km/h,3.7초,2024 BMW i7 M70,10.0,9.3,9.9,9.9,9.9,10.0,9.8,2024,BMW i7 M70,BMW,,대형/프리미엄
1432,1485,2019 SM7,l4,자연흡기,LPG,"1,998cc",140hp,19.7kg.m,,155g/km,"4,995mm / 1,870mm","1,480mm / 2,810mm","1,565mm / 1,565mm","1,535kg",225mm / 50 / 17inch,225mm / 50 / 17inch,앞엔진 전륜 구동,CVT,맥퍼슨 스트럿,멀티 링크,V디스크,디스크,랙 앤 피니언,,,,,,,,2019 르노코리아 SM7,8.6,9.1,8.7,8.4,8.4,7.1,8.4,2019,르노코리아 SM7,르노코리아,1.0,경차
1434,1487,2017 그랜저 하이브리드,l4,자연흡기,가솔린,"2,359cc",159hp 합산 200hp,21kg.m,,97g/km,"4,930mm / 1,865mm","1,470mm / 2,845mm","1,612mm / 1,620mm","1,675kg",,,앞엔진 전륜 구동,자동6단,맥퍼슨 스트럿,멀티링크,V디스크,디스크,랙 앤 피니언,,,,,,,,2017 현대 그랜저 하이브리드,9.4,8.9,9.4,9.2,9.3,9.4,9.3,2017,현대 그랜저 하이브리드,현대,2.0,경차
1435,1488,2018 SM3,I4,자연흡기,가솔린,"1,598cc",117hp,16.1kg.m,,120g/km,"4,620mm / 1,810mm","1,475mm / 2,700mm","1,545mm / 1,565mm","1,195kg",205mm / 60~65 / 15~16inch,205mm / 60~65 / 15~16inch,앞엔진 전륜 구동,CVT,맥퍼슨 스트럿,토션빔,V디스크,디스크,랙 앤 피니언,,,,,,,,2018 르노코리아 SM3,7.9,8.6,8.0,8.0,8.0,8.2,8.1,2018,르노코리아 SM3,르노코리아,1.0,경차
1436,1489,2023 테슬라 모델 X,,,전기,,,,,,"4,750mm / 1,920mm","1,625mm / 2,890mm",,"1,910kg",255mm / 45 / 19inch,255mm / 45 / 19inch,뒤엔진 후륜 구동,자동1단,더블 위시본,멀티링크,V디스크,V디스크,랙 앤 피니언,220kW295.0hp (단순환산치),420Nm42.8kg.m (단순환산치),350km,60kWh,리튬 인산철,217km/h,6.9초,2023 테슬라 모델 X,9.9,7.9,9.6,7.4,9.1,9.2,8.8,2023,테슬라 모델 X,테슬라,,대형/프리미엄
1438,1491,2017 K7,l4,자연흡기,가솔린,"2,359cc",190hp,24.6kg.m,,151~153g/km,"4,970mm / 1,870mm","1,470mm / 2,855mm","1,602mm / 1,610mm","1,555~1,565kg",225~245mm / 45~55 / 17~18inch,225~245mm / 45~55 / 17~18inch,앞엔진 전륜 구동,자동6단,맥퍼슨 스트럿,멀티링크,V디스크,디스크,랙 앤 피니언,,,,,,,,2017 기아 K7,8.8,8.6,9.1,8.4,9.1,7.4,8.6,2017,기아 K7,기아,2.0,경차
1439,1492,2017 K3 유로,l4,자연흡기,가솔린,"1,591cc",132hp,16.4kg.m,,142g/km,"4,350mm / 1,780mm","1,450mm / 2,700mm","1,557mm / 1,570mm","1,315kg",215mm / 45 / 17inch,215mm / 45 / 17inch,앞엔진 전륜 구동,자동6단,맥퍼슨 스트럿,토션빔 액슬,디스크,디스크,랙 앤 피니언,,,,,,,,2017 기아 K3 유로,8.8,9.2,8.5,8.5,8.5,8.8,8.7,2017,기아 K3 유로,기아,1.0,경차
1440,1493,2023 렉서스 LS,V6,트윈터보,가솔린,"3,445cc",422hp,61.2kg.m,,220g/km,"5,235mm / 1,900mm","1,460mm / 3,125mm","1,635mm / 1,635mm","2,240~2,315kg",245mm / 45~50 / 19~20inch,245mm / 45~50 / 19~20inch,상시사륜 구동,자동10단,멀티링크,멀티링크,V디스크,V디스크,랙 앤 피니언,,,,,,,,2023 렉서스 LS,9.3,8.2,9.2,9.5,9.5,7.5,8.9,2023,렉서스 LS,렉서스,3.0,경차
1441,1494,2022 메르세데스-EQ EQB,,,전기,,,,,,"4,585~4,685mm / 1,835mm","1,700mm / 2,829mm","1,585mm / 1,584mm","2,110kg",235mm / 50 / 19inch,235mm / 50 / 19inch,상시사륜 구동,자동1단,맥퍼슨 스트럿,멀티링크,V디스크,V디스크,랙 앤 피니언,168kW225.3hp (단순환산치),390Nm39.8kg.m (단순환산치),313km,66.5kWh,리튬 이온,160km/h,8초,2022 메르세데스-벤츠 EQB,9.6,8.2,9.3,9.2,9.5,8.5,9.0,2022,메르세데스-벤츠 EQB,메르세데스-벤츠,,대형/프리미엄
1442,1495,2014 i40 살룬,I4 직분사,자연흡기,가솔린,"1,999cc",178hp,0~21.6kg.m,,151g/km,"4,740mm / 1,815mm","1,470mm / 2,770mm","1,579mm / 1,585mm","1,455kg",215~225mm / 45~50 / 17~18inch,215~225mm / 45~50 / 17~18inch,앞엔진 전륜 구동,자동6단,맥퍼슨 스트럿,멀티 링크,V디스크,디스크,랙 앤드 피니언,,,,,,,,2014 현대 i40 살룬,9.1,8.2,9.0,8.9,8.8,8.5,8.8,2014,현대 i40 살룬,현대,1.0,경차
1443,1496,2019 싼타페,I4,싱글터보,가솔린,"1,998cc",235hp,36kg.m,,180g/km,"4,770mm / 1,890mm","1,680~1,705mm / 2,765mm","1,638mm / 1,647mm","1,680kg",235mm / 55~60 / 18~19inch,235mm / 55~60 / 18~19inch,앞엔진 전륜 구동,자동8단,맥퍼슨 스트럿,멀티 링크,V디스크,디스크,랙 앤 피니언,,,,,,,,2019 현대 싼타페,8.9,8.3,8.9,8.5,8.9,7.4,8.5,2019,현대 싼타페,현대,1.0,경차
1445,1498,2017 BMW 6시리즈 그란쿠페,l6,트윈터보,디젤,"2,993cc",313hp,64.3kg.m,,183g/km,"5,007mm / 1,894mm","1,392mm / 2,968mm",,"1,985kg",245mm / 35 / 20inch,275mm / 30 / 20inch,상시사륜 구동,자동8단,더블 위시본,멀티링크,V디스크,V디스크,랙 앤 피니언,,,,,,250km/h,5.2초,2017 BMW 6시리즈 그란쿠페,9.7,7.9,8.2,9.3,9.9,8.6,8.9,2017,BMW 6시리즈 그란쿠페,BMW,2.0,경차
1449,1503,2022 렉서스 LS 하이브리드,I4,자연흡기,가솔린,"2,487cc",189hp 합산 242hp,24.7kg.m,,114g/km,"4,660mm / 1,865mm","1,670mm / 2,690mm","1,605mm / 1,625mm","1,850kg",235mm / 50 / 20inch,235mm / 50 / 20inch,상시사륜 구동,CVT,맥퍼슨 스트럿,더블 위시본,V디스크,V디스크,랙 앤 피니언,,,,,,,,2022 렉서스 LS 하이브리드,9.3,8.2,9.2,9.5,9.5,7.5,8.9,2022,렉서스 LS 하이브리드,렉서스,2.0,경차
1450,1504,2014 메르세데스-벤츠 SLK,I4 1.8 터보차저,싱글터보,가솔린,"1,796cc",184hp,27.5kg.m,,166g/km,"4,140mm / 1,835mm","1,325mm / 2,430mm","1,550mm / 1,550mm","1,520kg",225mm / 45 / 17inch,245mm / 45 / 17inch,앞엔진 후륜 구동,자동7단,코일 스프링,코일 스프링,V디스크,디스크,랙 앤 피니언,,,,,,237km/h,7초,2014 메르세데스-벤츠 SLK,8.5,9.1,6.8,9.0,9.6,7.9,8.5,2014,메르세데스-벤츠 SLK,메르세데스-벤츠,1.0,경차
1451,1505,2015 포터2,I4 2.5 CRDi,싱글터보,디젤,"2,497cc",133hp,26.5kg.m,,201~208g/km,"4,775~5,175mm / 1,740mm","1,970mm / 2,430~2,640mm","1,485mm / 1,320mm","1,696~1,831kg",195mm / 70 / 15inch,145mm / 0 / 13inch,앞엔진 후륜 구동,수동6단,더블 위시본,리프 스프링,디스크,드럼,랙 앤 피니언,,,,,,,,2015 현대 포터2,8.3,7.6,7.3,7.6,7.5,6.6,7.5,2015,현대 포터2,현대,2.0,경차
1452,1507,2017 렉서스 LS 하이브리드,I4,자연흡기,가솔린,"2,494cc",152hp 합산 199hp,21kg.m,,136g/km,"4,630mm / 1,845mm","1,640mm / 2,660mm","1,580mm / 1,580mm","1,900kg",225mm / 60 / 18inch,225mm / 60 / 18inch,상시사륜 구동,CVT,맥퍼슨 스트럿,더블 위시본,V디스크,V디스크,랙 앤 피니언,,,,,,,,2017 렉서스 LS 하이브리드,9.6,7.9,9.4,9.6,9.1,7.3,8.8,2017,렉서스 LS 하이브리드,렉서스,2.0,경차
1453,1508,2023 BMW X3,I4,싱글터보,가솔린,"1,998cc",184hp,29.5kg.m,,173g/km,"4,710mm / 1,890mm","1,675mm / 2,865mm",,"1,895kg",245mm / 50 / 19inch,245mm / 50 / 19inch,상시사륜 구동,자동8단,더블 조인트 스트럿,5링크,V디스크,V디스크,랙 앤 피니언,,,,,,210km/h,8.3초,2023 BMW X3,9.6,8.5,9.0,9.4,9.6,8.6,9.1,2023,BMW X3,BMW,1.0,경차
1454,1509,2019 BMW M4,l6,트윈터보,가솔린,"2,979cc",450~460hp,56.1~61.2kg.m,,180~184g/km,"4,670mm / 1,870mm","1,390mm / 2,812mm","1,579mm / 1,603mm","1,625~1,650kg",265mm / 30~35 / 19~20inch,285mm / 30 / 20inch,앞엔진 후륜 구동,DCT7단,맥퍼슨 스트럿,멀티링크,V디스크,V디스크,랙 앤 피니언,,,,,,250~280km/h,3.9~4초,2019 BMW M4,9.6,8.9,8.2,9.0,9.6,7.8,8.8,2019,BMW M4,BMW,2.0,경차
1458,1513,2024 넥쏘,,,"전기, 수소",,,,,,"4,670mm / 1,860mm","1,630mm / 2,790mm","1,618mm / 1,629mm","1,840kg",225mm / 60 / 17inch,225mm / 60 / 17inch,앞엔진 전륜 구동,자동1단,맥퍼슨 스트럿,멀티링크,V디스크,디스크,랙 앤 피니언,113kW151.5hp (단순환산치),395Nm40.3kg.m (단순환산치),609km,156.6kWh,리튬 이온 폴리머,177km/h,,2024 현대 넥쏘,9.6,8.8,9.0,8.8,9.0,9.3,9.1,2024,현대 넥쏘,현대,,대형/프리미엄
1459,1514,2022 BMW M4,I6,트윈터보,가솔린,"2,993cc",510hp,66.3kg.m,,206g/km,"4,795mm / 1,885mm","1,400mm / 2,855mm",,"1,745kg",275mm / 35 / 19inch,285mm / 30 / 20inch,앞엔진 후륜 구동,자동8단,맥퍼슨 스트럿,멀티링크,V디스크,V디스크,랙 앤 피니언,,,,,,250km/h,3.9초,2022 BMW M4,9.9,8.0,8.8,9.4,9.4,7.0,8.7,2022,BMW M4,BMW,2.0,경차
1460,1515,2020 렉서스 LC,V6,트윈터보,가솔린,"3,445cc",422hp,61.2kg.m,,198g/km,"5,235mm / 1,900mm","1,460mm / 3,125mm","1,630mm / 1,635mm","2,170kg",245mm / 50 / 19inch,245mm / 50 / 19inch,앞엔진 후륜 구동,자동10단,멀티링크,멀티링크,V디스크,V디스크,랙 앤 피니언,,,,,,,,2020 렉서스 LC,10.0,7.7,10.0,10.0,10.0,7.3,9.2,2020,렉서스 LC,렉서스,3.0,경차
1462,1517,2022 G70,I4,싱글터보,가솔린,"1,998cc",252hp,36kg.m,,158g/km,"4,685mm / 1,850mm","1,400mm / 2,835mm","1,596mm / 1,632mm","1,605kg",225mm / 45 / 18inch,225mm / 45 / 18inch,앞엔진 후륜 구동,자동8단,맥퍼슨 스트럿,멀티링크,V디스크,V디스크,랙 앤 피니언,,,,,,,,2022 제네시스 G70,9.6,7.9,7.8,9.1,9.4,6.2,8.3,2022,제네시스 G70,제네시스,1.0,경차
1463,1518,2024 BMW 3시리즈 투어링,I4,싱글터보,가솔린,"1,998cc",184hp,30.6kg.m,,155g/km,"4,715mm / 1,825mm","1,440mm / 2,850mm","1,573mm / 1,568mm","1,740kg",225mm / 45~50 / 17~18inch,225~255mm / 40~50 / 17~18inch,앞엔진 후륜 구동,자동8단,더블 조인트 스트럿,5링크,V디스크,V디스크,랙 앤 피니언,,,,,,230km/h,7.6초,2024 BMW 3시리즈 투어링,9.8,8.5,8.6,9.4,9.7,8.7,9.1,2024,BMW 3시리즈 투어링,BMW,1.0,경차
1466,1521,2019 그랜저,l4,자연흡기,가솔린,"2,359cc",190hp,24.6kg.m,,150~153g/km,"4,930mm / 1,865mm","1,470mm / 2,845mm","1,607~1,612mm / 1,615~1,620mm","1,550~1,570kg",225~245mm / 45~55 / 17~18inch,225~245mm / 45~55 / 17~18inch,앞엔진 전륜 구동,자동6단,맥퍼슨 스트럿,멀티링크,V디스크,디스크,랙 앤 피니언,,,,,,,,2019 현대 그랜저,9.1,8.7,9.1,8.8,9.1,7.3,8.7,2019,현대 그랜저,현대,2.0,경차
1467,1522,2023 BMW X1,I4,싱글터보,디젤,"1,995cc",150hp,36.7kg.m,,121g/km,"4,500mm / 1,835mm","1,640mm / 2,690mm","1,574mm / 1,575mm","1,675kg",225~245mm / 45~55 / 18~19inch,225~245mm / 45~55 / 18~19inch,앞엔진 전륜 구동,DCT7단,싱글 조인트 스트럿,멀티링크,V디스크,V디스크,랙 앤 피니언,,,,,,210km/h,8.9초,2023 BMW X1,9.4,6.9,9.3,9.3,9.8,8.0,8.8,2023,BMW X1,BMW,1.0,경차
1468,1523,2022 포터2,l4,싱글터보,디젤,"2,497cc",133~135hp,26.5~30kg.m,,204~221g/km,"5,100~5,155mm / 1,740mm","1,970mm / 2,640mm","1,485mm / 1,320mm","1,740~1,770kg",195mm / 70 / 15inch,145mm / 0 / 13inch,앞엔진 후륜 구동,"수동6단, 자동5단",,,,,,,,,,,,,2022 현대 포터2,8.3,7.6,7.3,7.6,7.5,6.6,7.5,2022,현대 포터2,현대,2.0,경차
1469,1524,2018 스포티지,l4,싱글터보,디젤,"1,995cc",186hp,41kg.m,,130~160g/km,"4,480mm / 1,855mm","1,635~1,645mm / 2,670mm","1,609~1,613mm / 1,620~1,625mm","1,605~1,720kg",225~245mm / 45~60 / 17~19inch,225~245mm / 45~60 / 17~19inch,"앞엔진 전륜 구동, 상시사륜 구동","수동6단, 자동6단",맥퍼슨 스트럿,멀티링크,디스크,디스크,랙 앤 피니언,,,,,,,,2018 기아 스포티지,8.9,8.7,8.6,8.4,8.4,8.5,8.6,2018,기아 스포티지,기아,1.0,경차
1470,1525,2023 싼타페,I4,싱글터보,디젤,"2,151cc",194hp,45kg.m,,135~139g/km,"4,785~4,800mm / 1,900mm","1,685~1,710mm / 2,765mm","1,637~1,646mm / 1,647~1,656mm","1,735~1,770kg",235~255mm / 40~60 / 18~20inch,235~255mm / 40~60 / 18~20inch,앞엔진 전륜 구동,DCT8단,맥퍼슨 스트럿,멀티링크,V디스크,디스크,랙 앤 피니언,,,,,,,,2023 현대 싼타페,9.3,8.3,9.1,8.7,8.6,7.5,8.6,2023,현대 싼타페,현대,2.0,경차
1472,1527,2022 BMW 8시리즈,I6,싱글터보,가솔린,"2,998cc",340hp,51kg.m,,181g/km,"4,845mm / 1,900mm","1,340mm / 2,822mm","1,627mm / 1,642mm","1,830kg",245mm / 35 / 20inch,275mm / 30 / 20inch,상시사륜 구동,자동8단,더블 위시본,멀티링크,V디스크,V디스크,랙 앤 피니언,,,,,,250km/h,4.7초,2022 BMW 8시리즈,9.9,9.2,9.2,9.8,9.9,7.6,9.3,2022,BMW 8시리즈,BMW,2.0,경차
1475,1530,2023 아이오닉 6,,,전기,,,,,,"4,855mm / 1,880mm","1,495mm / 2,950mm","1,635mm / 1,644mm","1,800kg",225mm / 55 / 18inch,225mm / 55 / 18inch,뒤엔진 후륜 구동,자동1단,맥퍼슨 스트럿,멀티링크,V디스크,디스크,랙 앤 피니언,111kW148.9hp (단순환산치),350Nm35.7kg.m (단순환산치),367km,53kWh,리튬 이온,,,2023 현대 아이오닉 6,9.7,7.6,9.0,8.9,8.6,9.3,8.8,2023,현대 아이오닉 6,현대,,대형/프리미엄
1476,1531,2017 K5 하이브리드,I4,자연흡기,가솔린,"1,999cc",156hp 합산 198hp,19.3kg.m,,91~94g/km,"4,845mm / 1,835mm","1,455mm / 2,795mm","1,595~1,597mm / 1,595~1,604mm","1,580~1,600kg",205~215mm / 55~65 / 16~17inch,205~215mm / 55~65 / 16~17inch,앞엔진 전륜 구동,자동6단,맥퍼슨 스트럿,멀티 링크,V디스크,디스크,랙 앤드 피니언,,,,,,,9.4초,2017 기아 K5 하이브리드,9.1,8.7,9.0,8.7,8.8,9.2,8.9,2017,기아 K5 하이브리드,기아,1.0,경차
1477,1532,2016 BMW M4,l6,트윈터보,가솔린,"2,979cc",431hp,56.1kg.m,,185g/km,"4,671mm / 1,870mm","1,383mm / 2,812mm",,"1,540kg",255mm / 35 / 19inch,275mm / 35 / 19inch,앞엔진 후륜 구동,DCT7단,스트럿,멀티링크,V디스크,V디스크,랙 앤 피니언,,,,,,250km/h,4.1초,2016 BMW M4,9.6,8.9,8.2,9.0,9.6,7.8,8.8,2016,BMW M4,BMW,2.0,경차
1479,1534,2024 투싼 하이브리드,I4,싱글터보,가솔린,"1,598cc",180hp 합산 235hp,27kg.m 합산 35.7kg.m,,99g/km,"4,640mm / 1,865mm","1,665mm / 2,755mm","1,615~1,620mm / 1,622~1,627mm","1,625~1,645kg",235mm / 60~65 / 17~18inch,235mm / 60~65 / 17~18inch,앞엔진 전륜 구동,자동6단,맥퍼슨 스트럿,멀티링크,V디스크,디스크,랙 앤 피니언,,,,,,,,2024 현대 투싼 하이브리드,9.5,7.4,9.3,9.2,9.4,8.9,9.0,2024,현대 투싼 하이브리드,현대,1.0,경차
1483,1538,2014 렉서스 LS 하이브리드,V8,자연흡기,가솔린,"4,969cc",445hp 합산 445hp,53kg.m,,185g/km,"5,210mm / 1,875mm","1,465mm / 3,090mm","1,610mm / 1,615mm","2,365kg",,,상시사륜 구동,CVT,멀티링크,멀티링크,V디스크,V디스크,랙 앤 피니언,,,,,,210km/h,5.5초,2014 렉서스 LS 하이브리드,9.6,7.9,9.4,9.6,9.1,7.3,8.8,2014,렉서스 LS 하이브리드,렉서스,4.0,경차
1485,1540,2023 메르세데스-벤츠 GLS,I6,싱글터보,디젤,"2,925cc",330hp,71.4kg.m,,199g/km,"5,220mm / 2,030mm","1,825mm / 3,135mm","1,705mm / 1,732mm","2,600kg",285mm / 45 / 22inch,325mm / 40 / 22inch,상시사륜 구동,자동9단,더블 위시본,멀티링크,V디스크,V디스크,랙 앤 피니언,,,,,,238km/h,6.3초,2023 메르세데스-벤츠 GLS,9.6,8.2,9.5,8.8,9.4,7.7,8.9,2023,메르세데스-벤츠 GLS,메르세데스-벤츠,2.0,경차
1487,1542,2018 BMW X4,I4,싱글터보,디젤,"1,995cc",190hp,40.8kg.m,,166g/km,"4,752mm / 1,918mm","1,621mm / 2,864mm","1,620mm / 1,666mm","1,910kg",245mm / 50 / 19inch,245mm / 50 / 19inch,상시사륜 구동,토크컨버터8단,더블 조인트 스트럿,5링크,V디스크,V디스크,랙 앤 피니언,,,,,,213km/h,8초,2018 BMW X4,9.4,8.4,8.4,9.2,9.8,8.1,8.9,2018,BMW X4,BMW,1.0,경차
1488,1543,2017 스포티지,l4,싱글터보,디젤,"1,995cc",181~186hp,41kg.m,,130~160g/km,"4,480mm / 1,855mm","1,635mm / 2,670mm","1,613mm / 1,625mm","1,605~1,720kg",225~245mm / 45~60 / 17~19inch,225~245mm / 45~60 / 17~19inch,"앞엔진 전륜 구동, 상시사륜 구동","수동6단, 자동6단",맥퍼슨 스트럿,멀티링크,디스크,디스크,전동식,,,,,,,,2017 기아 스포티지,8.9,8.7,8.6,8.4,8.4,8.5,8.6,2017,기아 스포티지,기아,1.0,경차
1489,1544,2019 G80,l4,싱글터보,디젤,"2,199cc",202hp,45kg.m,,138~146g/km,"4,990mm / 1,890mm","1,480mm / 3,010mm","1,620~1,628mm / 1,633~1,659mm","1,955kg",245mm / 40~45 / 18~19inch,245~275mm / 35~45 / 18~19inch,앞엔진 후륜 구동,자동8단,멀티링크,멀티링크,V디스크,V디스크,랙 앤 피니언,,,,,,,,2019 제네시스 G80,9.2,8.2,9.2,9.0,9.4,6.0,8.5,2019,제네시스 G80,제네시스,2.0,경차
1490,1545,2023 BMW X6,I6,싱글터보,디젤,"2,993cc",286hp,66.3kg.m,,181g/km,"4,935mm / 2,005mm","1,695mm / 2,975mm","1,678mm / 1,698mm","2,310kg",275mm / 40 / 21inch,315mm / 35 / 21inch,상시사륜 구동,토크컨버터8단,더블 위시본,멀티링크,V디스크,V디스크,랙 앤 피니언,,,,,,235km/h,6.1초,2023 BMW X6,9.8,8.2,8.6,9.4,9.9,7.9,9.0,2023,BMW X6,BMW,2.0,경차
1492,1547,2022 BMW M5,V8,트윈터보,가솔린,"4,395cc",625hp,76.5kg.m,,225g/km,"4,985mm / 1,905mm","1,475mm / 2,975mm","1,625mm / 1,594mm","1,950kg",275mm / 35 / 20inch,285mm / 35 / 20inch,상시사륜 구동,자동8단,더블 위시본,멀티링크,V디스크,V디스크,랙 앤 피니언,,,,,,250km/h,3.3초,2022 BMW M5,9.9,9.1,9.0,9.6,8.3,6.3,8.7,2022,BMW M5,BMW,4.0,경차
1493,1548,2024 BMW iX1,,,전기,,,,,,"4,500mm / 1,835mm","1,615mm / 2,690mm","1,577mm / 1,579mm","2,085kg",225mm / 55 / 18inch,225mm / 55 / 18inch,상시사륜 구동,자동1단,싱글 조인트 스트럿,멀티링크,V디스크,V디스크,랙 앤 피니언,230kW308.4hp (단순환산치),494Nm50.4kg.m (단순환산치),310km,66.5kWh,리튬 이온,180km/h,5.6초,2024 BMW iX1,9.8,8.7,9.2,9.4,9.8,8.3,9.2,2024,BMW iX1,BMW,,대형/프리미엄
1495,1550,2021 렉서스 NX 하이브리드,l4,자연흡기,가솔린,"2,494cc",152hp 합산 199hp,21kg.m,,140g/km,"4,640mm / 1,845mm","1,645mm / 2,660mm","1,580mm / 1,580mm","1,900kg",225mm / 60 / 18inch,225mm / 60 / 18inch,사륜 구동,CVT,맥퍼슨 스트럿,더블 위시본,V디스크,V디스크,랙 앤 피니언,,,,,,,,2021 렉서스 NX 하이브리드,9.1,8.5,9.1,9.7,9.4,8.8,9.1,2021,렉서스 NX 하이브리드,렉서스,2.0,경차
1496,1551,2021 넥쏘,,,"전기, 수소",,,,,,"4,670mm / 1,860mm","1,630~1,640mm / 2,790mm","1,614~1,618mm / 1,625~1,629mm","1,820~1,885kg",225~245mm / 45~60 / 17~19inch,225~245mm / 45~60 / 17~19inch,앞엔진 전륜 구동,자동1단,맥퍼슨 스트럿,멀티링크,V디스크,디스크,랙 앤 피니언,113kW151.5hp (단순환산치),395Nm40.3kg.m (단순환산치),593~609km,156.6kWh,리튬 이온 폴리머,177~179km/h,,2021 현대 넥쏘,9.6,8.8,9.0,8.8,9.0,9.3,9.1,2021,현대 넥쏘,현대,,대형/프리미엄
